lead_id,business_name,email,phone,channel,source,status,to,timestamp,lifecycle_stage,last_blast_at
tj-auto-clinic-001,TJ Auto Clinic Limited,tjautoclinic@gmail.com,+12265017777,sample_view,unknown,,,2026-04-17T22:04:44.238443+00:00,following_up,2026-04-17T19:15:30.033948+00:00
tj-auto-clinic-001,TJ Auto Clinic Limited,tjautoclinic@gmail.com,+12265017777,sample_view,unknown,,,2026-04-17T22:04:44.340486+00:00,following_up,2026-04-17T19:15:30.033948+00:00
tj-auto-clinic-001,TJ Auto Clinic Limited,tjautoclinic@gmail.com,+12265017777,sample_view,unknown,,,2026-04-17T22:04:44.392246+00:00,following_up,2026-04-17T19:15:30.033948+00:00
tj-auto-clinic-001,TJ Auto Clinic Limited,tjautoclinic@gmail.com,+12265017777,sample_view,unknown,,,2026-04-17T22:04:45.729914+00:00,following_up,2026-04-17T19:15:30.033948+00:00
tj-auto-clinic-001,TJ Auto Clinic Limited,tjautoclinic@gmail.com,+12265017777,sample_engagement_nudge,unknown,sent,12265017777,2026-04-17T22:04:46.315599+00:00,following_up,2026-04-17T19:15:30.033948+00:00
tj-auto-clinic-001,TJ Auto Clinic Limited,tjautoclinic@gmail.com,+12265017777,sample_view,unknown,,,2026-04-17T22:07:40.618307+00:00,following_up,2026-04-17T19:15:30.033948+00:00
tj-auto-clinic-001,TJ Auto Clinic Limited,tjautoclinic@gmail.com,+12265017777,sample_engagement_nudge,unknown,sent,12265017777,2026-04-17T22:08:11.347284+00:00,following_up,2026-04-17T19:15:30.033948+00:00
tj-auto-clinic-001,TJ Auto Clinic Limited,tjautoclinic@gmail.com,+12265017777,sample_view,unknown,,,2026-04-17T22:11:34.431497+00:00,following_up,2026-04-17T19:15:30.033948+00:00
tj-auto-clinic-001,TJ Auto Clinic Limited,tjautoclinic@gmail.com,+12265017777,sample_view,unknown,,,2026-04-17T22:22:48.969080+00:00,following_up,2026-04-17T19:15:30.033948+00:00
spadina-auto,Spadina Auto,,(416) 925-4251,whatsapp,auto,failed,(416)9254251,2026-04-22T17:51:09.443910+00:00,won,2026-04-22T17:51:17.429341+00:00
spadina-auto,Spadina Auto,,(416) 925-4251,whatsapp,auto,failed,(416)9254251,2026-04-22T17:51:17.429341+00:00,won,2026-04-22T17:51:17.429341+00:00
neo-coffee-bar-king-x-spadina,NEO COFFEE BAR KING X SPADINA,,(437) 915-9155,whatsapp,auto,failed,(437)9159155,2026-04-22T17:51:26.150962+00:00,following_up,2026-04-22T17:51:34.334765+00:00
neo-coffee-bar-king-x-spadina,NEO COFFEE BAR KING X SPADINA,,(437) 915-9155,whatsapp,auto,failed,(437)9159155,2026-04-22T17:51:34.334765+00:00,following_up,2026-04-22T17:51:34.334765+00:00
salon-solis,Salon Solis,,(416) 944-1464,whatsapp,auto,failed,(416)9441464,2026-04-22T17:51:42.338965+00:00,following_up,2026-04-22T17:51:44.975414+00:00
salon-solis,Salon Solis,,(416) 944-1464,whatsapp,auto,failed,(416)9441464,2026-04-22T17:51:44.975414+00:00,following_up,2026-04-22T17:51:44.975414+00:00
all-ontario-express-inc,All Ontario Express Inc,,(905) 940-1680,whatsapp,auto,failed,(905)9401680,2026-04-22T17:51:59.791380+00:00,new,2026-04-22T17:52:07.958033+00:00
all-ontario-express-inc,All Ontario Express Inc,,(905) 940-1680,whatsapp,auto,failed,(905)9401680,2026-04-22T17:52:07.958033+00:00,new,2026-04-22T17:52:07.958033+00:00
toronto-best-auto,Toronto Best Auto,,(416) 248-1241,whatsapp,auto,failed,(416)2481241,2026-04-22T17:52:30.147722+00:00,new,2026-04-22T17:52:38.758602+00:00
toronto-best-auto,Toronto Best Auto,,(416) 248-1241,whatsapp,auto,failed,(416)2481241,2026-04-22T17:52:38.603906+00:00,new,2026-04-22T17:52:38.758602+00:00
toronto-best-auto,Toronto Best Auto,,(416) 248-1241,whatsapp,auto,failed,(416)2481241,2026-04-22T17:52:38.758602+00:00,new,2026-04-22T17:52:38.758602+00:00
ssr-auto-service,SSR AUTO SERVICE,,(416) 466-8782,whatsapp,auto,failed,(416)4668782,2026-04-22T17:52:47.652296+00:00,new,2026-04-22T17:52:47.652296+00:00
master-mechanic-high-park,Master Mechanic High Park,,(416) 532-2449,whatsapp,auto,failed,(416)5322449,2026-04-22T17:55:25.545548+00:00,new,2026-04-22T17:55:25.545548+00:00
fine-tuned-autos-best-auto-repair-shop-york-toronto,"Fine Tuned Autos - Best Auto Repair Shop York, Toronto",,(416) 243-0949,whatsapp,auto,failed,(416)2430949,2026-04-22T17:55:29.250270+00:00,new,2026-04-22T17:55:29.250270+00:00
euromechanic-mcdermott-motors,EuroMechanic - McDermott Motors,,(416) 361-1707,whatsapp,auto,failed,(416)3611707,2026-04-22T17:55:37.842034+00:00,new,2026-04-22T17:55:37.842034+00:00
king-strachan-automotive,KING & STRACHAN AUTOMOTIVE,,(416) 760-8100,whatsapp,auto,failed,(416)7608100,2026-04-22T17:55:40.628804+00:00,new,2026-04-22T17:55:40.628804+00:00
lupe-s-auto,Lupe's Auto,,(909) 988-3131,whatsapp,auto,failed,(909)9883131,2026-04-22T17:55:51.629886+00:00,new,2026-04-22T17:55:51.816101+00:00
lupe-s-auto,Lupe's Auto,,(909) 988-3131,whatsapp,auto,failed,(909)9883131,2026-04-22T17:55:51.816101+00:00,new,2026-04-22T17:55:51.816101+00:00
auto-depot-performance-group,Auto Depot Performance Group,,(705) 222-2277,whatsapp,auto,failed,(705)2222277,2026-04-22T17:56:10.324774+00:00,new,2026-04-22T17:56:10.349488+00:00
auto-depot-performance-group,Auto Depot Performance Group,,(705) 222-2277,whatsapp,auto,failed,(705)2222277,2026-04-22T17:56:10.349488+00:00,new,2026-04-22T17:56:10.349488+00:00
the-auto-shop-inc,The Auto Shop Inc,,(905) 895-0476,whatsapp,auto,failed,(905)8950476,2026-04-22T17:56:22.366770+00:00,new,2026-04-22T17:56:22.177843+00:00
the-auto-shop-inc,The Auto Shop Inc,,(905) 895-0476,whatsapp,auto,failed,(905)8950476,2026-04-22T17:56:22.177843+00:00,new,2026-04-22T17:56:22.177843+00:00
dowdy-s-automotive,Dowdy's Automotive,,(541) 889-2754,whatsapp,auto,failed,(541)8892754,2026-04-22T17:56:39.703256+00:00,new,2026-04-22T17:56:39.728737+00:00
dowdy-s-automotive,Dowdy's Automotive,,(541) 889-2754,whatsapp,auto,failed,(541)8892754,2026-04-22T17:56:39.728737+00:00,new,2026-04-22T17:56:39.728737+00:00
central-import,Central Import,,(416) 864-9092,whatsapp,auto,failed,(416)8649092,2026-04-22T17:50:53.908664+00:00,new,2026-04-22T17:50:54.184782+00:00
central-import,Central Import,,(416) 864-9092,whatsapp,auto,failed,(416)8649092,2026-04-22T17:50:54.184782+00:00,new,2026-04-22T17:50:54.184782+00:00
anchor-salon-llc,Anchor Salon LLC,,(585) 734-8129,whatsapp,auto,failed,(585)7348129,2026-04-22T17:56:51.567609+00:00,new,2026-04-22T17:56:51.567609+00:00
reflections-salon-spa-llc,"Reflections Salon & Spa, llc",,(419) 529-3535,whatsapp,auto,failed,(419)5293535,2026-04-22T17:56:59.863208+00:00,new,2026-04-22T17:56:59.863208+00:00
sara-s-beauty-studio,Sara's Beauty Studio,,(909) 673-1942,whatsapp,auto,failed,(909)6731942,2026-04-22T17:57:08.753328+00:00,new,2026-04-22T17:57:08.753328+00:00
the-collective-house-salon,The Collective House Salon,,(905) 853-2031,whatsapp,auto,failed,(905)8532031,2026-04-22T17:57:18.453812+00:00,new,2026-04-22T17:57:18.453812+00:00
jackie-s-beauty-salon,Jackie's Beauty Salon,,(909) 983-6497,whatsapp,auto,failed,(909)9836497,2026-04-22T17:58:13.206506+00:00,new,2026-04-22T17:58:13.206506+00:00
orchard-restaurant,Orchard Restaurant,,(403) 243-2392,whatsapp,auto,failed,(403)2432392,2026-04-22T17:58:18.313992+00:00,new,2026-04-22T17:58:18.313992+00:00
ten-foot-henry,Ten Foot Henry,,(403) 475-5537,sms,auto,sent,(403) 475-5537,2026-04-22T17:58:33.719728+00:00,following_up,2026-04-22T17:58:33.719728+00:00
ten-foot-henry,Ten Foot Henry,,(403) 475-5537,whatsapp,auto,failed,(403)4755537,2026-04-22T17:58:33.719728+00:00,following_up,2026-04-22T17:58:33.719728+00:00
ten-foot-henry,Ten Foot Henry,,(403) 475-5537,call,auto,queued,(403) 475-5537,2026-04-22T17:58:33.719728+00:00,following_up,2026-04-22T17:58:33.719728+00:00
brampton-entrepreneur-centre-co-working-space,Brampton Entrepreneur Centre + Co-working Space,,(905) 874-2650,whatsapp,auto,failed,(905)8742650,2026-04-22T17:58:37.623442+00:00,new,2026-04-22T17:58:37.623442+00:00
brampton-business-centre,Brampton Business Centre,,(905) 874-2650,whatsapp,auto,failed,(905)8742650,2026-04-22T17:58:40.711846+00:00,new,2026-04-22T17:58:40.711846+00:00
brampton-businesses-directory,Brampton Businesses Directory,,(905) 812-2570,whatsapp,auto,failed,(905)8122570,2026-04-22T17:58:43.601109+00:00,new,2026-04-22T17:58:43.601109+00:00
downtown-brampton-bia,Downtown Brampton BIA,,(905) 874-3518,whatsapp,auto,failed,(905)8743518,2026-04-22T17:58:47.352660+00:00,new,2026-04-22T17:58:47.352660+00:00
brampton-board-of-trade,Brampton Board of Trade,,(905) 451-1122,whatsapp,auto,failed,(905)4511122,2026-04-22T17:58:51.893672+00:00,new,2026-04-22T17:58:51.893672+00:00
bhive,BHive,,(647) 632-1072,whatsapp,auto,failed,(647)6321072,2026-04-22T17:58:57.068505+00:00,new,2026-04-22T17:58:57.068505+00:00
shoppers-world-brampton,Shoppers World Brampton,,(905) 459-1337,whatsapp,auto,failed,(905)4591337,2026-04-22T17:59:06.361362+00:00,new,2026-04-22T17:59:06.361362+00:00
global-accounting-services-inc,Global Accounting Services Inc.,,(905) 451-8081,whatsapp,auto,failed,(905)4518081,2026-04-22T18:02:02.682361+00:00,new,2026-04-22T18:02:02.682361+00:00
empowered-4x-business-development-centre-and-coworking-space,Empowered 4x - Business Development Centre and Coworking Space,,(905) 497-8200,whatsapp,auto,failed,(905)4978200,2026-04-22T18:02:07.610650+00:00,new,2026-04-22T18:02:07.610650+00:00
brampton-service-canada-centre-passport-services,Brampton Service Canada Centre - Passport Services,,(800) 622-6232,whatsapp,auto,failed,(800)6226232,2026-04-22T18:02:11.206283+00:00,new,2026-04-22T18:02:11.206283+00:00
tossdown,tossdown,,(647) 948-7127,sms,auto,sent,(647) 948-7127,2026-04-22T18:02:26.515367+00:00,new,2026-04-22T18:02:26.515367+00:00
tossdown,tossdown,,(647) 948-7127,whatsapp,auto,failed,(647)9487127,2026-04-22T18:02:26.515367+00:00,new,2026-04-22T18:02:26.515367+00:00
tossdown,tossdown,,(647) 948-7127,call,auto,queued,(647) 948-7127,2026-04-22T18:02:26.515367+00:00,new,2026-04-22T18:02:26.515367+00:00
the-old-shoe-factory,The Old Shoe Factory,,(437) 838-4038,whatsapp,auto,failed,(437)8384038,2026-04-22T18:02:40.317035+00:00,new,2026-04-22T18:02:40.317035+00:00
wcg-employment-services-brampton,WCG Employment Services - Brampton,,(888) 353-8501,whatsapp,auto,failed,(888)3538501,2026-04-22T18:02:49.900090+00:00,new,2026-04-22T18:02:49.900090+00:00
brampton-mall,Brampton Mall,,(905) 793-9417,whatsapp,auto,failed,(905)7939417,2026-04-22T18:02:53.527904+00:00,new,2026-04-22T18:02:53.527904+00:00
algoma-university,Algoma University,,(905) 451-0100,whatsapp,auto,failed,(905)4510100,2026-04-22T18:03:03.567694+00:00,new,2026-04-22T18:03:03.567694+00:00
segovia-coffee-co,Segovia Coffee Co.,,(905) 456-3131,whatsapp,auto,failed,(905)4563131,2026-04-22T18:03:12.810991+00:00,new,2026-04-22T18:03:12.810991+00:00
staples,Staples,,(905) 796-2403,whatsapp,auto,failed,(905)7962403,2026-04-22T18:04:02.843058+00:00,new,2026-04-22T18:04:02.843058+00:00
the-raven-bistro,The Raven Bistro,,(780) 852-5151,whatsapp,auto,failed,(780)8525151,2026-04-22T18:04:06.102454+00:00,new,2026-04-22T18:04:06.102454+00:00
ocean-pacific-gym-and-wellness,Ocean Pacific Gym and Wellness,,(619) 377-4421,sms,auto,sent,(619) 377-4421,2026-04-22T18:04:50.980615+00:00,following_up,2026-04-22T18:04:59.130034+00:00
ocean-pacific-gym-and-wellness,Ocean Pacific Gym and Wellness,,(619) 377-4421,whatsapp,auto,failed,(619)3774421,2026-04-22T18:04:50.980615+00:00,following_up,2026-04-22T18:04:59.130034+00:00
ocean-pacific-gym-and-wellness,Ocean Pacific Gym and Wellness,,(619) 377-4421,call,auto,queued,(619) 377-4421,2026-04-22T18:04:50.980615+00:00,following_up,2026-04-22T18:04:59.130034+00:00
ocean-pacific-gym-and-wellness,Ocean Pacific Gym and Wellness,,(619) 377-4421,sms,auto,sent,(619) 377-4421,2026-04-22T18:04:59.130034+00:00,following_up,2026-04-22T18:04:59.130034+00:00
ocean-pacific-gym-and-wellness,Ocean Pacific Gym and Wellness,,(619) 377-4421,whatsapp,auto,failed,(619)3774421,2026-04-22T18:04:59.130034+00:00,following_up,2026-04-22T18:04:59.130034+00:00
ocean-pacific-gym-and-wellness,Ocean Pacific Gym and Wellness,,(619) 377-4421,call,auto,queued,(619) 377-4421,2026-04-22T18:04:59.130034+00:00,following_up,2026-04-22T18:04:59.130034+00:00
peladeau-real-estate-agency,Peladeau Real Estate Agency,,(418) 694-2026,whatsapp,auto,failed,(418)6942026,2026-04-22T18:05:02.094076+00:00,new,2026-04-22T18:05:10.039935+00:00
peladeau-real-estate-agency,Peladeau Real Estate Agency,,(418) 694-2026,whatsapp,auto,failed,(418)6942026,2026-04-22T18:05:10.039935+00:00,new,2026-04-22T18:05:10.039935+00:00
quipe-samuelsen-courtiers-immobiliers-sutton-qu-bec,Équipe Samuelsen Courtiers Immobiliers Sutton Québec,,(418) 570-0124,whatsapp,auto,failed,(418)5700124,2026-04-22T18:05:12.538549+00:00,new,2026-04-22T18:05:20.235368+00:00
quipe-samuelsen-courtiers-immobiliers-sutton-qu-bec,Équipe Samuelsen Courtiers Immobiliers Sutton Québec,,(418) 570-0124,whatsapp,auto,failed,(418)5700124,2026-04-22T18:05:20.235368+00:00,new,2026-04-22T18:05:20.235368+00:00
the-yard-gym-pacific-beach,The Yard Gym Pacific Beach,,(619) 695-7396,sms,auto,sent,(619) 695-7396,2026-04-22T18:05:28.017739+00:00,new,2026-04-22T18:05:35.953374+00:00
the-yard-gym-pacific-beach,The Yard Gym Pacific Beach,,(619) 695-7396,whatsapp,auto,failed,(619)6957396,2026-04-22T18:05:28.017739+00:00,new,2026-04-22T18:05:35.953374+00:00
the-yard-gym-pacific-beach,The Yard Gym Pacific Beach,,(619) 695-7396,call,auto,queued,(619) 695-7396,2026-04-22T18:05:28.017739+00:00,new,2026-04-22T18:05:35.953374+00:00
the-yard-gym-pacific-beach,The Yard Gym Pacific Beach,,(619) 695-7396,sms,auto,sent,(619) 695-7396,2026-04-22T18:05:35.953374+00:00,new,2026-04-22T18:05:35.953374+00:00
the-yard-gym-pacific-beach,The Yard Gym Pacific Beach,,(619) 695-7396,whatsapp,auto,failed,(619)6957396,2026-04-22T18:05:35.953374+00:00,new,2026-04-22T18:05:35.953374+00:00
the-yard-gym-pacific-beach,The Yard Gym Pacific Beach,,(619) 695-7396,call,auto,queued,(619) 695-7396,2026-04-22T18:05:35.953374+00:00,new,2026-04-22T18:05:35.953374+00:00
engel-v-lkers-courtiers-immobiliers-qu-bec,Engel & Völkers Courtiers Immobiliers Québec,,(418) 476-1111,sms,auto,sent,(418) 476-1111,2026-04-22T18:05:43.882752+00:00,new,2026-04-22T18:05:46.880680+00:00
engel-v-lkers-courtiers-immobiliers-qu-bec,Engel & Völkers Courtiers Immobiliers Québec,,(418) 476-1111,whatsapp,auto,failed,(418)4761111,2026-04-22T18:05:43.882752+00:00,new,2026-04-22T18:05:46.880680+00:00
engel-v-lkers-courtiers-immobiliers-qu-bec,Engel & Völkers Courtiers Immobiliers Québec,,(418) 476-1111,call,auto,queued,(418) 476-1111,2026-04-22T18:05:43.882752+00:00,new,2026-04-22T18:05:46.880680+00:00
engel-v-lkers-courtiers-immobiliers-qu-bec,Engel & Völkers Courtiers Immobiliers Québec,,(418) 476-1111,whatsapp,auto,failed,(418)4761111,2026-04-22T18:05:46.880680+00:00,new,2026-04-22T18:05:46.880680+00:00
renegade,Renegade,,(619) 677-1861,whatsapp,auto,failed,(619)6771861,2026-04-22T18:05:54.339842+00:00,new,2026-04-22T18:05:55.498707+00:00
renegade,Renegade,,(619) 677-1861,whatsapp,auto,failed,(619)6771861,2026-04-22T18:05:55.498707+00:00,new,2026-04-22T18:05:55.498707+00:00
